"Orgão","Orgão Supervisor","Data","Nº do Empenho","Código Favorecido","Nome Favorecido","Valor Original (R$)","Valor Anulado (R$)","Valor Reforçado (R$)"
"SEFAZ","","11/05/2023","42","13018171000190","COMPANHIA DE SANEAMENTO DE SERGIPE DESO","0,00","0,00","21.418,36"
"SEFAZ","","11/05/2023","63","76535764000143","OI S.A. - EM RECUPERACAO JUDICIAL","0,00","0,00","4.168,19"
"SEFAZ","","11/05/2023","55","00299160000183","LUIZ MELO & CIA LTDA","0,00","0,00","4.865,16"
"SEFAZ","","11/05/2023","41","13255658000196","CIA SUL SERGIPANA DE ELETRICIDADE","0,00","0,00","11.221,36"
"SEFAZ","","11/05/2023","373","48429852000125","ITAMIX COMERCIO E DISTRIBUICAO LTDA","8.500,00","0,00","0,00"
"SEFAZ","","11/05/2023","248","06938508000111","SERGIPE PARQUE TECNOLOGICO SERGIPE TEC","0,00","0,00","394.492,52"
"SEFAZ","","11/05/2023","56","03551401000128","LOCALYNE TRANSPORTE TURISMO LTDA","0,00","0,00","7.821,10"
"SEFAZ","","05/05/2023","57","04214147000135","LOC CONSTRUCOES E EMPREENDIMENTOS LTDA","0,00","0,00","4.098,20"
"SEFAZ","","05/05/2023","270","PF16101199","JUSTICA RESTAURATIVA","0,00","0,00","11.000,00"
"SEFAZ","","05/05/2023","88","27595780000116","CS BRASIL FROTAS S A","0,00","0,00","6.272,00"
"SEFAZ","","05/05/2023","48","27595780000116","CS BRASIL FROTAS S A","0,00","0,00","36.968,80"
"SEFAZ","","05/05/2023","54","05452332000120","LABIS & PHAIM LTDA","0,00","0,00","15.285,53"
"SEFAZ","","05/05/2023","67","62173620000180","SERASA S.A.","0,00","0,00","8.014,65"
"SEFAZ","","04/05/2023","32","00000000000191","BANCO DO BRASIL S/A","0,00","0,00","8.026,10"
"SEFAZ","","04/05/2023","366","44562630000125","LARISSA VIEIRA MELO FONSECA-86142226535","1.600,00","0,00","0,00"
"SEFAZ","","04/05/2023","365","32875635000129","W M W COMERCIAL E MATERIAIS DE LIMPEZA LTDA.","1.638,00","0,00","0,00"
"SEFAZ","","04/05/2023","82","PF88888888","SERVIDORES RELACIONADOS EM LISTA","0,00","0,00","39.425,00"
"SEFAZ","","04/05/2023","60","09440071000180","LOCADORA VIVA  LTDA ","0,00","0,00","30.207,31"
"SEFAZ","","04/05/2023","31","00000000000191","BANCO DO BRASIL S/A","0,00","0,00","10.464,02"
"SEFAZ","","02/05/2023","345","13009717000146","BANCO DO ESTADO DE SERGIPE S/A","32.625.805,76","0,00","0,00"
"SEFAZ","","02/05/2023","59","16670085000155","LOCALIZA RENT A CAR S/A","0,00","0,00","34.060,65"
"SEFAZ","","02/05/2023","350","34001487000220","OBJECTIVA COMUNICACAO LTDA","4.824,75","0,00","0,00"
"SEFAZ","","02/05/2023","68","13259692000139","SERVICO AUTONOMO DE AGUA E ESGOTO","0,00","0,00","113,17"
"SEFAZ","","02/05/2023","52","29979036041688","INSTITUTO NACIONAL DE SEGURO SOCIAL","0,00","0,00","10.982,70"
"SEFAZ","","02/05/2023","271","PF16101188","PERITOS JUSTICA GRATUITA","0,00","0,00","26.000,00"
"SEFAZ","","02/05/2023","36","60701190000104","ITAU UNIBANCO S.A","0,00","0,00","1.440,69"
"SEFAZ","","02/05/2023","35","60701190000104","ITAU UNIBANCO S.A","0,00","0,00","8.369,68"
"SEFAZ","","02/05/2023","37","90400888000142","BANCO SANTANDER (BRASIL) S.A.","0,00","0,00","4.613,33"
"SEFAZ","","02/05/2023","38","90400888000142","BANCO SANTANDER (BRASIL) S.A.","0,00","0,00","907,91"
"SEFAZ","","02/05/2023","44","06030018000112","CRIATIVA SERVICE LTDA EPP","0,00","0,00","2.270,00"
"SEFAZ","","02/05/2023","45","06030018000112","CRIATIVA SERVICE LTDA EPP","0,00","0,00","80,00"
"SEFAZ","","02/05/2023","66","19294908000183","R. S. DE ALMEIDA MANUTENCAO - ME","0,00","0,00","10.992,96"
"SEFAZ","","02/05/2023","308","XXX693671XX","SARAH TARSILA ARAUJO ANDREOZZI","0,00","75.989,22","0,00"
"SEFAZ","","02/05/2023","346","XXX693671XX","SARAH TARSILA ARAUJO ANDREOZZI","75.989,22","0,00","0,00"
"SEFAZ","","02/05/2023","34","07237373000120","BANCO DO NORDESTE DO BRASIL S.A","0,00","0,00","244,00"
"SEFAZ","","02/05/2023","81","PF88888888","SERVIDORES RELACIONADOS EM LISTA","0,00","0,00","6.400,00"
